"Wed Jun 28 2017 15:05:38 GMT-0400 (EDT)",2582.13,,2530.89,
"Wed Jun 28 2017 15:15:30 GMT-0400 (EDT)",2566.16,,2512.53,
"Wed Jun 28 2017 15:25:21 GMT-0400 (EDT)",2575.05,,2524.06,
"Wed Jun 28 2017 15:35:46 GMT-0400 (EDT)",2575.37,,2524.21,
"Wed Jun 28 2017 15:45:26 GMT-0400 (EDT)",2582.1,,2528.05,
"Wed Jun 28 2017 15:55:48 GMT-0400 (EDT)",2585.66,,2533.21,
"Wed Jun 28 2017 16:05:49 GMT-0400 (EDT)",2595.65,,2542.47,
"Wed Jun 28 2017 16:15:25 GMT-0400 (EDT)",2599.83,,2544.41,
"Wed Jun 28 2017 16:25:56 GMT-0400 (EDT)",2602.19,,2551.41,
"Wed Jun 28 2017 16:35:43 GMT-0400 (EDT)",2616.89,,2563.52,
"Wed Jun 28 2017 16:45:44 GMT-0400 (EDT)",2615.58,,2565.98,
"Wed Jun 28 2017 16:55:47 GMT-0400 (EDT)",2617.88,,2566.04,
"Wed Jun 28 2017 17:05:53 GMT-0400 (EDT)",2626.06,,2574.06,
"Wed Jun 28 2017 17:15:44 GMT-0400 (EDT)",2614.46,,2558.53,
"Wed Jun 28 2017 17:25:41 GMT-0400 (EDT)",2618.88,,2565.03,
"Wed Jun 28 2017 17:35:41 GMT-0400 (EDT)",2612.73,,2560.99,
"Wed Jun 28 2017 17:45:37 GMT-0400 (EDT)",2623.64,,2568.64,
"Wed Jun 28 2017 17:55:41 GMT-0400 (EDT)",2630.53,,2568.59,
"Wed Jun 28 2017 18:05:50 GMT-0400 (EDT)",2602.01,,2550.59,
"Wed Jun 28 2017 18:15:35 GMT-0400 (EDT)",2596.96,,2544.98,
"Wed Jun 28 2017 18:25:41 GMT-0400 (EDT)",2604.23,,2548.42,
"Wed Jun 28 2017 18:35:43 GMT-0400 (EDT)",2574.76,,2523.76,
"Wed Jun 28 2017 18:45:46 GMT-0400 (EDT)",2563.6,,2511.81,
"Wed Jun 28 2017 18:55:37 GMT-0400 (EDT)",2591.21,,2538.28,
"Wed Jun 28 2017 19:05:36 GMT-0400 (EDT)",2589.97,,2537.28,
"Wed Jun 28 2017 19:15:51 GMT-0400 (EDT)",2594.51,,2541.71,
"Wed Jun 28 2017 19:25:44 GMT-0400 (EDT)",2595.72,,2539.44,
"Wed Jun 28 2017 19:35:26 GMT-0400 (EDT)",2595.72,,2544.21,
"Wed Jun 28 2017 19:45:24 GMT-0400 (EDT)",2603.05,,2548.99,
"Wed Jun 28 2017 19:55:46 GMT-0400 (EDT)",2580.55,,2528.21,
"Wed Jun 28 2017 20:05:29 GMT-0400 (EDT)",2575.98,,2522.7,
"Wed Jun 28 2017 20:15:47 GMT-0400 (EDT)",2576.47,,2524.32,
"Wed Jun 28 2017 20:25:33 GMT-0400 (EDT)",2577.09,,2524.99,
"Wed Jun 28 2017 20:35:27 GMT-0400 (EDT)",2584,,2531.06,
"Wed Jun 28 2017 20:45:37 GMT-0400 (EDT)",2587.53,,2534.13,
"Wed Jun 28 2017 20:55:36 GMT-0400 (EDT)",2571.54,,2519.63,
"Wed Jun 28 2017 21:05:30 GMT-0400 (EDT)",2579.9,,2527.39,
"Wed Jun 28 2017 21:15:43 GMT-0400 (EDT)",2577.05,,2523.03,
"Wed Jun 28 2017 21:25:35 GMT-0400 (EDT)",2571.35,,2520.21,
"Wed Jun 28 2017 21:35:31 GMT-0400 (EDT)",2572.74,,2521.48,
"Wed Jun 28 2017 21:45:29 GMT-0400 (EDT)",2579.47,,2525.8,
"Wed Jun 28 2017 21:55:36 GMT-0400 (EDT)",2585.3,,2534.1,
"Wed Jun 28 2017 22:05:35 GMT-0400 (EDT)",2572.23,,2521.29,
"Wed Jun 28 2017 22:15:33 GMT-0400 (EDT)",2576.98,,2525.07,
"Wed Jun 28 2017 22:25:39 GMT-0400 (EDT)",2587.15,,2532.08,
"Wed Jun 28 2017 22:35:25 GMT-0400 (EDT)",2592.4,,2538.67,
"Wed Jun 28 2017 22:45:46 GMT-0400 (EDT)",2590.09,,2536.64,
